Code,Name,Country,Exchange,Currency,Type,Isin
NVNI,Nvni Group Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
NVNIW,Nvni Group Limited Warrants,USA,NASDAQ,USD,Common Stock,
NVNO,enVVeno Medical Corp,USA,NASDAQ,USD,Common Stock,US29415J1060
NVOS,Novo Integrated Sciences Inc,USA,NASDAQ,USD,Common Stock,US67011T2015
NVTS,Navitas Semiconductor Corp,USA,NASDAQ,USD,Common Stock,US63942X1063
NVVE,Nuvve Holding Corp,USA,NASDAQ,USD,Common Stock,US67079Y1001
NVVEW,Nuvve Holding Corp,USA,NASDAQ,USD,Common Stock,
NVX,Novonix Ltd ADR,USA,NASDAQ,USD,Common Stock,US67010L1008
NWBI,Northwest Bancshares Inc,USA,NASDAQ,USD,Common Stock,US6673401039
NWE,NorthWestern Corporation,USA,NASDAQ,USD,Common Stock,US6680743050
NWFL,Norwood Financial Corp,USA,NASDAQ,USD,Common Stock,US6695491075
NWGL,Nature Wood Group Limited American Depositary Shares,USA,NASDAQ,USD,Common Stock,
NWL,Newell Brands Inc,USA,NASDAQ,USD,Common Stock,US6512291062
NWPX,Northwest Pipe Company,USA,NASDAQ,USD,Common Stock,US6677461013
NWS,News Corp B,USA,NASDAQ,USD,Common Stock,US65249B2088
NWSA,News Corp A,USA,NASDAQ,USD,Common Stock,US65249B1098
NWTN,NWTN Inc. Class B Ordinary Shares,USA,NASDAQ,USD,Common Stock,
NWTNW,NWTN Inc. Warrant,USA,NASDAQ,USD,Common Stock,
NXGL,Nexgel Inc,USA,NASDAQ,USD,Common Stock,US65344E1073
NXGLW,NexGel Inc Warrant,USA,NASDAQ,USD,Common Stock,
NXL,Nexalin Technology Inc.,USA,NASDAQ,USD,Common Stock,
NXLIW,Nexalin Technology Inc,USA,NASDAQ,USD,Common Stock,
NXPI,NXP Semiconductors NV,USA,NASDAQ,USD,Common Stock,NL0009538784
NXPL,Nextplat Corp,USA,NASDAQ,USD,Common Stock,US68557F2092
NXPLW,NextPlat Corp,USA,NASDAQ,USD,Common Stock,
NXST,Nexstar Broadcasting Group Inc,USA,NASDAQ,USD,Common Stock,US65336K1034
NXT,Nextracker Inc. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
NXTC,NextCure  Inc,USA,NASDAQ,USD,Common Stock,US65343E1082
NXTG,First Trust NASDAQ Smartphone,USA,NASDAQ,USD,ETF,US33737K2050
NXTT,Next Technology Holding Inc,USA,NASDAQ,USD,Common Stock,
NYAX,Nayax Ltd,USA,NASDAQ,USD,Common Stock,
NYMT,New York Mortgage Trust Inc,USA,NASDAQ,USD,Common Stock,US6496045013
NYMTI,"New York Mortgage Trust, Inc. 9.125% Senior Notes Due 2029",USA,NASDAQ,USD,Common Stock,
NYMTL,New York Mortgage Trust Inc Preferred,USA,NASDAQ,USD,Preferred Stock,US6496048652
NYMTM,New York Mortgage Trust Inc PR,USA,NASDAQ,USD,Preferred Stock,US6496048736
NYMTN,New York Mortgage Trust Inc Pref,USA,NASDAQ,USD,Preferred Stock,US6496048819
NYMTZ,New York Mortgage Trust Inc Preferred Series G,USA,NASDAQ,USD,Preferred Stock,US6496048579
NYXH,Nyxoah,USA,NASDAQ,USD,Common Stock,BE0974358906
NZAC,SPDR® MSCI ACWI Climate Paris Aligned ETF,USA,NASDAQ,USD,ETF,US78463X1946
NZUS,SPDR MSCI USA Climate Paris Aligned ETF,USA,NASDAQ,USD,ETF,US78468R4737
OABI,OmniAb Inc.,USA,NASDAQ,USD,Common Stock,US68218J1034
OABIW,OmniAb Inc.,USA,NASDAQ,USD,Common Stock,
OAKU,Oak Woods Acquisition Corporation Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
OAKUR,Oak Woods Acquisition Corporation Right,USA,NASDAQ,USD,Common Stock,
OAKUU,Oak Woods Acquisition Corporation Unit,USA,NASDAQ,USD,Unit,
OAKUW,Oak Woods Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
OB,Outbrain Inc,USA,NASDAQ,USD,Common Stock,US69002R1032
OBIL,US Treasury 12 Month Bill ETF,USA,NASDAQ,USD,ETF,US74933W4785
OBIO,Orchestra BioMed Holdings Inc.,USA,NASDAQ,USD,Common Stock,US68572M1062
OBLG,Oblong Inc,USA,NASDAQ,USD,Common Stock,US6744341057
OBT,Orange County Bancorp Inc,USA,NASDAQ,USD,Common Stock,US68417L1070
OCC,Optical Cable Corporation,USA,NASDAQ,USD,Common Stock,US6838272085
OCCI,OFS Credit Company Inc,USA,NASDAQ,USD,Common Stock,US67111Q1076
OCCIN,OFS Credit Company Inc Preferred Series E,USA,NASDAQ,USD,Preferred Stock,US67111Q4047
OCCIO,OFS Credit Company Inc Preferred,USA,NASDAQ,USD,Preferred Stock,US67111Q3056
OCEA,Ocean Biomedical Inc.,USA,NASDAQ,USD,Common Stock,US67644C1045
OCEAW,Ocean Biomedical Inc.,USA,NASDAQ,USD,Common Stock,
OCFC,OceanFirst Financial Corp,USA,NASDAQ,USD,Common Stock,US6752341080
OCFCP,OceanFirst Financial Corp,USA,NASDAQ,USD,Preferred Stock,
OCG,Oriental Culture Holding Ltd,USA,NASDAQ,USD,Common Stock,KYG6796W1078
OCGN,Ocugen Inc,USA,NASDAQ,USD,Common Stock,US67577C1053
OCS,Oculis Holding AG Ordinary shares,USA,NASDAQ,USD,Common Stock,
OCSAW,Oculis Holding AG Warrants,USA,NASDAQ,USD,Common Stock,
OCSL,Oaktree Specialty Lending Corp,USA,NASDAQ,USD,Common Stock,US67401P1084
OCTO,Eightco Holdings Inc.,USA,NASDAQ,USD,Common Stock,
OCUL,Ocular Therapeutix Inc,USA,NASDAQ,USD,Common Stock,US67576A1007
OCUP,Ocuphire Pharma Inc,USA,NASDAQ,USD,Common Stock,US67577R1023
OCX,OncoCyte Corp,USA,NASDAQ,USD,Common Stock,US68235C1071
ODD,ODDITY Tech Ltd. Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
ODDS,Pacer BlueStar Digital Entertainment ETF,USA,NASDAQ,USD,ETF,US69374H3949
ODFL,Old Dominion Freight Line Inc,USA,NASDAQ,USD,Common Stock,US6795801009
ODIDX,Oaktree Diversified Income Fund Inc.,USA,NASDAQ,USD,Mutual Fund,
ODP,ODP Corp,USA,NASDAQ,USD,Common Stock,US88337F1057
ODVWZ,Osisko Development Corp. Warrant expiring 5/27/2027,USA,NASDAQ,USD,Common Stock,
OESX,Orion Energy Systems Inc,USA,NASDAQ,USD,Common Stock,US6862751087
OFIX,Orthofix Medical Inc,USA,NASDAQ,USD,Common Stock,US68752M1080
OFLX,Omega Flex Inc,USA,NASDAQ,USD,Common Stock,US6820951043
OFS,OFS Capital Corp,USA,NASDAQ,USD,Common Stock,US67103B1008
OFSSH,OFS Capital Corporation 4.95% Notes due 2028,USA,NASDAQ,USD,Notes,
OGI,OrganiGram Holdings Inc,USA,NASDAQ,USD,Common Stock,CA68620P1018
OKTA,Okta Inc,USA,NASDAQ,USD,Common Stock,US6792951054
OKYO,OKYO Pharma Ltd ADR,USA,NASDAQ,USD,Common Stock,US6793451088
OLB,OLB Group Inc,USA,NASDAQ,USD,Common Stock,US67086U3077
OLED,Universal Display,USA,NASDAQ,USD,Common Stock,US91347P1057
OLLI,Ollie's Bargain Outlet Hldg,USA,NASDAQ,USD,Common Stock,US6811161099
OLMA,Olema Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US68062P1066
OLPX,Olaplex Holdings Inc,USA,NASDAQ,USD,Common Stock,US6793691089
OM,Outset Medical Inc,USA,NASDAQ,USD,Common Stock,US6901451079
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV,USA,NASDAQ,USD,Common Stock,US4005011022
OMCL,Omnicell Inc,USA,NASDAQ,USD,Common Stock,US68213N1090
OMER,Omeros Corporation,USA,NASDAQ,USD,Common Stock,US6821431029
OMEX,Odyssey Marine Exploration Inc,USA,NASDAQ,USD,Common Stock,US6761182012
OMGA,Omega Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US68217N1054
OMH,Ohmyhome Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
OMIC,Singular Genomics Systems Inc,USA,NASDAQ,USD,Common Stock,US82933R1005
ON,ON Semiconductor Corporation,USA,NASDAQ,USD,Common Stock,US6821891057
ONB,Old National Bancorp,USA,NASDAQ,USD,Common Stock,US6800331075
ONBPO,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series C Preferred Stock,USA,NASDAQ,USD,Preferred Stock,
ONBPP,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series A Preferred Stock,USA,NASDAQ,USD,Preferred Stock,
ONCO,Onconetix Inc,USA,NASDAQ,USD,Common Stock,
ONCT,Oncternal Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US68236P1075
ONCY,Oncolytics Biotech Inc,USA,NASDAQ,USD,Common Stock,CA6823108759
ONDS,Ondas Holdings Inc.,USA,NASDAQ,USD,Common Stock,US68236H2040
ONEQ,Fidelity® Nasdaq Composite Index® ETF,USA,NASDAQ,USD,ETF,US3159128087
ONEW,Onewater Marine,USA,NASDAQ,USD,Common Stock,US68280L1017
ONFO,Onfolio Holdings Inc,USA,NASDAQ,USD,Common Stock,
ONFOW,Onfolio Holdings Inc. Warrant,USA,NASDAQ,USD,Common Stock,
ONMD,OneMedNet Corp.,USA,NASDAQ,USD,Common Stock,
ONMDW,OneMedNet Corp.,USA,NASDAQ,USD,Common Stock,
ONVO,Organovo Holdings Inc,USA,NASDAQ,USD,Common Stock,US68620A2033
ONYX,Onyx Acquisition I Co,USA,NASDAQ,USD,Common Stock,KYG6755Q1091
ONYXU,Onyx Acquisition Co I Unit,USA,NASDAQ,USD,Unit,KYG6755Q1257
ONYXW,Onyx Acquisition Co. I Warrant,USA,NASDAQ,USD,Common Stock,
OP,Oceanpal Inc,USA,NASDAQ,USD,Common Stock,MHY6430L1039
OPAL,OPAL Fuels Inc,USA,NASDAQ,USD,Common Stock,
OPBK,OP Bancorp,USA,NASDAQ,USD,Common Stock,US67109R1095
OPCH,Option Care Health Inc,USA,NASDAQ,USD,Common Stock,US68404L2016
OPEN,Opendoor Technologies Inc,USA,NASDAQ,USD,Common Stock,US6837121036
OPHC,OptimumBank Holdings Inc,USA,NASDAQ,USD,Common Stock,US68401P4037
OPI,Office Properties Income Trust,USA,NASDAQ,USD,Common Stock,US67623C1099
OPINL,Office Properties Income Trust,USA,NASDAQ,USD,Common Stock,
OPK,Opko Health Inc,USA,NASDAQ,USD,Common Stock,US68375N1037
OPOF,Old Point Financial Corporation,USA,NASDAQ,USD,Common Stock,US6801941070
OPRA,Opera Ltd,USA,NASDAQ,USD,Common Stock,US68373M1071
OPRT,Oportun Financial Corp,USA,NASDAQ,USD,Common Stock,US68376D1046
OPRX,OPTIMIZERx Corp,USA,NASDAQ,USD,Common Stock,US68401U2042
OPT,Opthea Ltd,USA,NASDAQ,USD,Common Stock,US68386J2087
OPTN,OptiNose,USA,NASDAQ,USD,Common Stock,US68404V1008
OPTX,Syntec Optics Holdings Inc.,USA,NASDAQ,USD,Common Stock,
OPTXW,Syntec Optics Holdings Inc.,USA,NASDAQ,USD,Common Stock,
OPTZ,Optimize Strategy Index ETF,USA,NASDAQ,USD,ETF,
OPXS,"Optex Systems Holdings, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,US68384X2099
ORGN,Origin Materials Inc,USA,NASDAQ,USD,Common Stock,US68622D1063
ORGNW,Origin Materials Inc Warrant,USA,NASDAQ,USD,Common Stock,US68622D1147
ORGO,Organogenesis Holdings Inc,USA,NASDAQ,USD,Common Stock,US68621F1021
ORGS,Orgenesis Inc,USA,NASDAQ,USD,Common Stock,US68619K2042
ORIC,Oric Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US68622P1093
ORKT,Orangekloud Technology Inc. Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
ORLY,O’Reilly Automotive Inc,USA,NASDAQ,USD,Common Stock,US67103H1077
ORMP,Oramed Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US68403P2039
ORRF,Orrstown Financial Services Inc,USA,NASDAQ,USD,Common Stock,US6873801053
OS,"OneStream, Inc. Class A Common Stock",USA,NASDAQ,USD,Common Stock,
OSA,"ProSomnus, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
OSBC,Old Second Bancorp Inc,USA,NASDAQ,USD,Common Stock,US6802771005
OSIS,OSI Systems Inc,USA,NASDAQ,USD,Common Stock,US6710441055
OSPN,OneSpan Inc,USA,NASDAQ,USD,Common Stock,US68287N1000
OSS,One Stop Systems Inc,USA,NASDAQ,USD,Common Stock,US68247W1099
OST,Ostin Technology Group Co Ltd,USA,NASDAQ,USD,Common Stock,
OSUR,OraSure Technologies Inc,USA,NASDAQ,USD,Common Stock,US68554V1089
OSW,OneSpaWorld Holdings Ltd,USA,NASDAQ,USD,Common Stock,BSP736841136
OTECU,Oceantech Acquisitions I Corp Unit,USA,NASDAQ,USD,Unit,US6755072062
OTEX,Open Text Corp,USA,NASDAQ,USD,Common Stock,CA6837151068
OTLK,OUTLOOK THERAPEUTICS INC,USA,NASDAQ,USD,Common Stock,US69012T2069
OTLY,Oatly Group AB  ADR,USA,NASDAQ,USD,Common Stock,US67421J1088
OTRK,Ontrak Inc,USA,NASDAQ,USD,Common Stock,US6833731044
OTRKP,Ontrak Inc,USA,NASDAQ,USD,Preferred Stock,US6833732034
OTTR,Otter Tail Corporation,USA,NASDAQ,USD,Common Stock,US6896481032
OVBC,Ohio Valley Banc Corp,USA,NASDAQ,USD,Common Stock,US6777191064
OVID,Ovid Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US6904691010
OVLY,Oak Valley Bancorp,USA,NASDAQ,USD,Common Stock,US6718071052
OXBR,Oxbridge Re Holdings Ltd,USA,NASDAQ,USD,Common Stock,KYG6856M1069
OXBRW,Oxbridge Re Holdings Equity Warrant,USA,NASDAQ,USD,Common Stock,KYG6856M1143
OXLC,Oxford Lane Capital Corp,USA,NASDAQ,USD,Common Stock,US6915431026
OXLCI,Oxford Lane Capital Corp. 8.75% Notes due 2030,USA,NASDAQ,USD,Common Stock,
OXLCL,Oxford Lane Capital Corp. 6.75% Notes due 2031,USA,NASDAQ,USD,Notes,
OXLCN,Oxford Lane Capital Corp. 7.125% Series 2029 Term Preferred Stock,USA,NASDAQ,USD,Common Stock,
OXLCO,Oxford Lane Capital Corp Corp Pref 9,USA,NASDAQ,USD,Preferred Stock,US6915438054
OXLCP,Oxford Lane Capital Series,USA,NASDAQ,USD,Preferred Stock,US6915436074
OXLCZ,Oxford Lane Capital Corp. 5.00% Notes due 2027,USA,NASDAQ,USD,Notes,
OXSQ,Oxford Square Capital Corp,USA,NASDAQ,USD,Common Stock,US69181V1070
OXSQG,Oxford Square Capital Corp. 5.50% Notes due 2028,USA,NASDAQ,USD,Notes,
OXSQZ,Oxford Square Capital Corp. - 6.25% Notes due 2026 ,USA,NASDAQ,USD,Notes,
OZEM,Roundhill GLP-1 & Weight Loss ETF,USA,NASDAQ,USD,ETF,
OZK,Bank Ozk,USA,NASDAQ,USD,Common Stock,US06417N1037
OZKAP,Bank Ozk Preferred Series A,USA,NASDAQ,USD,Preferred Stock,US06417N2027
PAA,Plains All American Pipeline LP,USA,NASDAQ,USD,Common Stock,US7265031051
PABD,iShares Paris-Aligned Climate MSCI World ex USA ETF,USA,NASDAQ,USD,ETF,
PABU,iShares Paris-Aligned Climate MSCI USA ETF,USA,NASDAQ,USD,ETF,US46436E4118
PACB,Pacific Biosciences of California,USA,NASDAQ,USD,Common Stock,US69404D1081
PAGP,Plains GP Holdings LP,USA,NASDAQ,USD,Common Stock,US72651A1088
PAHC,Phibro Animal Health Corporation,USA,NASDAQ,USD,Common Stock,US71742Q1067
PAIYY,Aesthetic Medical International Holdings Group Limited,USA,NASDAQ,USD,Common Stock,
PAL,"Proficient Auto Logistics, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,US6569121022
PALI,Palisade Bio Inc,USA,NASDAQ,USD,Common Stock,US6963891055
PALT,Paltalk Inc,USA,NASDAQ,USD,Common Stock,US69764K1060
PANL,Pangaea Logistic,USA,NASDAQ,USD,Common Stock,BMG6891L1054
PANW,Palo Alto Networks Inc,USA,NASDAQ,USD,Common Stock,US6974351057
PARA,Paramount Global Class B,USA,NASDAQ,USD,Common Stock,US92556H2067
PARAA,Paramount Global Class A,USA,NASDAQ,USD,Common Stock,US92556H1077
PASG,Passage Bio Inc,USA,NASDAQ,USD,Common Stock,US7027121000
PATK,Patrick Industries Inc,USA,NASDAQ,USD,Common Stock,US7033431039
PAVM,PAVmed Inc,USA,NASDAQ,USD,Common Stock,US70387R1068
PAVMZ,PAVmed Inc. Series Z Warrant,USA,NASDAQ,USD,Common Stock,
PAVS,Paranovus Entertainment Technology Ltd.,USA,NASDAQ,USD,Common Stock,
PAX,Patria Investments Ltd,USA,NASDAQ,USD,Common Stock,KYG694511059
PAYO,Payoneer Global Inc,USA,NASDAQ,USD,Common Stock,US70451X1046
PAYOW,Payoneer Global Inc. Warrant,USA,NASDAQ,USD,Common Stock,
PAYS,Paysign Inc,USA,NASDAQ,USD,Common Stock,US70451A1043
PAYX,Paychex Inc,USA,NASDAQ,USD,Common Stock,US7043261079
PBBK,PB Bankshares Inc,USA,NASDAQ,USD,Common Stock,US69318V1035
PBFS,Pioneer Bancorp Inc,USA,NASDAQ,USD,Common Stock,US7235611065
PBHC,Pathfinder Bancorp Inc,USA,NASDAQ,USD,Common Stock,US70319R1095
PBLA,Panbela Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US69833W1071
PBM,Psyence Biomedical Ltd. Common Shares,USA,NASDAQ,USD,Common Stock,
PBMWW,Psyence Biomedical Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
PBPB,Potbelly Co,USA,NASDAQ,USD,Common Stock,US73754Y1001
PBYI,Puma Biotechnology Inc,USA,NASDAQ,USD,Common Stock,US74587V1070
PCAR,PACCAR Inc,USA,NASDAQ,USD,Common Stock,US6937181088
PCB,PCB Bancorp,USA,NASDAQ,USD,Common Stock,US69320M1099
PCH,PotlatchDeltic Corp,USA,NASDAQ,USD,Common Stock,US7376301039
PCRX,Pacira Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US6951271005
PCSA,Processa Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US74275C2052
PCSC,Perceptive Capital Solutions Corp Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
PCT,Purecycle Technologies Holdings Corp,USA,NASDAQ,USD,Common Stock,US74623V1035
PCTTU,Purecycle Technologies Holdings Corp Unit,USA,NASDAQ,USD,Unit,US74623V2025
PCTTW,PureCycle Technologies Inc,USA,NASDAQ,USD,Common Stock,
PCTY,Paylocity Holdng,USA,NASDAQ,USD,Common Stock,US70438V1061
PCVX,Vaxcyte Inc,USA,NASDAQ,USD,Common Stock,US92243G1085
PCYO,Pure Cycle Corporation,USA,NASDAQ,USD,Common Stock,US7462283034
PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF,USA,NASDAQ,USD,ETF,US46090F3082
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,USA,NASDAQ,USD,ETF,US46090F1003
PDCO,Patterson Companies Inc,USA,NASDAQ,USD,Common Stock,US7033951036
PDD,PDD Holdings Inc.,USA,NASDAQ,USD,Common Stock,US7223041028
PDEX,Pro-Dex Inc,USA,NASDAQ,USD,Common Stock,US74265M2052
PDFS,PDF Solutions Inc,USA,NASDAQ,USD,Common Stock,US6932821050
PDLB,Ponce Financial Group Inc,USA,NASDAQ,USD,Common Stock,US69290X1019
PDP,Invesco DWA Momentum ETF,USA,NASDAQ,USD,ETF,US46137V8375
PDSB,PDS Biotechnology Corp,USA,NASDAQ,USD,Common Stock,US70465T1079
PDYN,Palladyne AI Corp,USA,NASDAQ,USD,Common Stock,US80359A1060
PDYNW,Palladyne AI Corp,USA,NASDAQ,USD,Common Stock,
PEB-PH,Pebblebrook Hotel Trust,USA,NASDAQ,USD,Preferred Stock,
PEBK,Peoples Bancorp of North Carolina,USA,NASDAQ,USD,Common Stock,US7105771072
PEBO,Peoples Bancorp Inc,USA,NASDAQ,USD,Common Stock,US7097891011
PECO,Phillips Edison & Co Inc,USA,NASDAQ,USD,Common Stock,US71844V2016
PEGA,Pegasystems Inc,USA,NASDAQ,USD,Common Stock,US7055731035
PEGR,Project Energy Reimagined Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG725561065
PEGRU,Project Energy Reimagined Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG725561222
PEGRW,Project Energy Reimagined Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
PEGY,Pineapple Holdings Inc,USA,NASDAQ,USD,Common Stock,US72303P1075
PENN,Penn National Gaming Inc,USA,NASDAQ,USD,Common Stock,US7075691094
PEP,PepsiCo Inc,USA,NASDAQ,USD,Common Stock,US7134481081
PEPG,PepGen Ltd,USA,NASDAQ,USD,Common Stock,US7133171055
PEPLW,PepperLime Health Acquisition Corporation Warrrant,USA,NASDAQ,USD,Common Stock,
PERI,Perion Network,USA,NASDAQ,USD,Common Stock,IL0010958192
PESI,Perma-Fix Environmental Svcs Inc,USA,NASDAQ,USD,Common Stock,US7141572039
PET,Wag! Group Co.,USA,NASDAQ,USD,Common Stock,
PETQ,PetIQ Inc,USA,NASDAQ,USD,Common Stock,US71639T1060
PETS,PetMed Express Inc,USA,NASDAQ,USD,Common Stock,US7163821066
PETVW,PetVivo Holdings Inc. Warrant,USA,NASDAQ,USD,Common Stock,
PETWW,Wag! Group Co,USA,NASDAQ,USD,Common Stock,
PETZ,TDH Holdings Inc,USA,NASDAQ,USD,Common Stock,VGG870841100
PEV,Phoenix Motor Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US71910P2039
PEY,Invesco High Yield Equity Dividend Achievers ETF,USA,NASDAQ,USD,ETF,US46137V5637
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,USA,NASDAQ,USD,ETF,US73935X4198
PFBC,Preferred Bank,USA,NASDAQ,USD,Common Stock,US7403674044
PFC,Premier Financial Corp,USA,NASDAQ,USD,Common Stock,US74052F1084
PFF,iShares Preferred and Income Securities ETF,USA,NASDAQ,USD,ETF,US4642886877
PFG,Principal Financial Group Inc,USA,NASDAQ,USD,Common Stock,US74251V1026
PFI,Invesco DWA Financial Momentum ETF,USA,NASDAQ,USD,ETF,US73935X3778
PFIE,Profire Ene,USA,NASDAQ,USD,Common Stock,US74316X1019
PFIS,Peoples Fin,USA,NASDAQ,USD,Common Stock,US7110401053
PFM,Invesco Dividend Achievers ETF,USA,NASDAQ,USD,ETF,US46137V5066
PFMT,Performant Financial Corporation,USA,NASDAQ,USD,Common Stock,US71377E1055
PFTA,Portage Fintech Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG7185D1060
PFTAU,Portage Fintech Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG7185D1227
PFTAW,Portage Fintech Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
PFX,Phenixfin Corporation,USA,NASDAQ,USD,Common Stock,US71742W1036
PFXNZ,PhenixFIN Corporation  5.25% Notes due 2028,USA,NASDAQ,USD,Notes,
PGC,Peapack-Gladstone Financial,USA,NASDAQ,USD,Common Stock,US7046991078
PGEN,Precigen Inc,USA,NASDAQ,USD,Common Stock,US74017N1054
PGJ,Invesco Golden Dragon China ETF,USA,NASDAQ,USD,ETF,US46137V5710
PGNY,Progyny Inc,USA,NASDAQ,USD,Common Stock,US74340E1038
PGY,Pagaya Technologies Ltd.,USA,NASDAQ,USD,Common Stock,
PGYWW,Pagaya Technologies Ltd. Warrants,USA,NASDAQ,USD,Common Stock,
PHAR,Pharming Group NV,USA,NASDAQ,USD,Common Stock,US71716E1055
PHAT,Phathom Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US71722W1071
PHIO,Phio Pharmaceuticals Corp,USA,NASDAQ,USD,Common Stock,US71880W3034
PHO,Invesco Water Resources ETF,USA,NASDAQ,USD,ETF,US46137V1420
PHUN,Phunware Inc,USA,NASDAQ,USD,Common Stock,US71948P1003
PHVS,Pharvaris BV,USA,NASDAQ,USD,Common Stock,NL00150005Y4
PI,Impinj Inc,USA,NASDAQ,USD,Common Stock,US4532041096
PID,Invesco International Dividend Achievers ETF,USA,NASDAQ,USD,ETF,US46137V5488
PIE,Invesco DWA Emerging Markets Momentum ETF,USA,NASDAQ,USD,ETF,US46138E8672
PIII,P3 Health Partners Inc,USA,NASDAQ,USD,Common Stock,US7444131053
PIIIW,P3 Health Partners Inc,USA,NASDAQ,USD,Common Stock,
PIIVX,The Private Shares Fund I,USA,NASDAQ,USD,FUND,
PIK,Kidpik Corp,USA,NASDAQ,USD,Common Stock,US49382L1089
PINC,Premier Inc,USA,NASDAQ,USD,Common Stock,US74051N1028
PIO,Invesco Global Water ETF,USA,NASDAQ,USD,ETF,US46138E6510
PIRS,Pieris Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US7207951036
PIXY,ShiftPixy Inc,USA,NASDAQ,USD,Common Stock,US82452L2034
PIZ,Invesco DWA Developed Markets Momentum ETF,USA,NASDAQ,USD,ETF,US46138E8755
PKBK,Parke Bancorp Inc,USA,NASDAQ,USD,Common Stock,US7008851062
PKBO,Ignyte Acquisition Corp,USA,NASDAQ,USD,Common Stock,
PKOH,Park Ohio Holdings Corp,USA,NASDAQ,USD,Common Stock,US7006661000
PKW,Invesco BuyBack Achievers ETF,USA,NASDAQ,USD,ETF,US46137V3087
PLAB,Photronics Inc,USA,NASDAQ,USD,Common Stock,US7194051022
PLAO,Patria Latin American Opportunity,USA,NASDAQ,USD,Common Stock,KYG694541098
PLAOU,Patria Latin American Opportunity Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG694541254
PLAOW,Patria Latin American Opportunity Acquisition Corp.,USA,NASDAQ,USD,Common Stock,
PLAY,Dave & Buster’s Entertainment,USA,NASDAQ,USD,Common Stock,US2383371091
PLBC,Plumas Bancorp,USA,NASDAQ,USD,Common Stock,US7292731020
PLBY,Plby Group Inc,USA,NASDAQ,USD,Common Stock,US72814P1093
PLCE,Children’s Place Inc,USA,NASDAQ,USD,Common Stock,US1689051076
PLL,Piedmont Lithium Ltd ADR,USA,NASDAQ,USD,Common Stock,US72016P1057
PLMI,Plum Acquisition I Corp,USA,NASDAQ,USD,Common Stock,KYG7134L1260
PLMIU,Plum Acquisition I Corp Unit,USA,NASDAQ,USD,Unit,KYG7134L1005
PLMIW,Plum Acquisition Corp. I,USA,NASDAQ,USD,Common Stock,
PLMJ,Plum Acquisition Corp. III,USA,NASDAQ,USD,Common Stock,
PLMJU,Plum Acquisition Corp. III,USA,NASDAQ,USD,Common Stock,
PLMJW,Plum Acquisition Corp. III,USA,NASDAQ,USD,Common Stock,
PLMR,Palomar Holdings Inc,USA,NASDAQ,USD,Common Stock,US69753M1053
PLPC,Preformed Line Products Company,USA,NASDAQ,USD,Common Stock,US7404441047
PLRX,Pliant Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US7291391057
PLSE,Pulse Biosciences Inc,USA,NASDAQ,USD,Common Stock,US74587B1017
PLTK,Playtika Holding Corp,USA,NASDAQ,USD,Common Stock,US72815L1070
PLUG,Plug Power Inc,USA,NASDAQ,USD,Common Stock,US72919P2020
PLUR,Pluri Inc.,USA,NASDAQ,USD,Common Stock,
PLUS,ePlus inc,USA,NASDAQ,USD,Common Stock,US2942681071
PLXS,Plexus Corp,USA,NASDAQ,USD,Common Stock,US7291321005
PLYA,Playa Hotels & Resorts BV,USA,NASDAQ,USD,Common Stock,NL0012170237
